date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2021-10-12,PIT,TB,0,2,4,0,6,0,0,2,0,2,-280,Home,5.5
2021-10-12,SEA,VGK,0,2,1,0,3,2,1,1,0,4,-240,Home,5.5
2021-10-13,MTL,TOR,1,0,0,0,1,1,0,1,0,2,-200,Home,6
2021-10-13,NYR,WAS,0,0,1,0,1,1,2,2,0,5,0,Even,6
2021-10-13,CHI,COL,1,0,1,0,2,3,1,0,0,4,-190,Home,6
2021-10-13,VAN,EDM,0,0,2,0,2,1,1,0,1,3,-200,Home,6.5
2021-10-13,WPG,ANA,0,1,0,0,1,2,1,1,0,4,-145,Away,5.5
2021-10-14,ARI,CBJ,0,1,1,0,2,2,3,3,0,8,-160,Home,5.5
2021-10-14,DAL,NYR,1,1,0,1,3,0,2,0,0,2,-135,Home,6
2021-10-14,MTL,BUF,0,1,0,0,1,2,2,1,0,5,-145,Away,5.5
2021-10-14,NYI,CAR,1,2,0,0,3,2,2,2,0,6,-130,Home,5.5
2021-10-14,PIT,FLA,0,2,2,0,4,1,1,2,1,5,-180,Home,6.5
2021-10-14,TOR,OTT,0,0,2,0,2,3,0,0,0,3,-175,Away,6.5
2021-10-14,TB,DET,0,3,3,1,7,1,3,2,0,6,-220,Away,5.5
2021-10-14,SEA,NSH,2,1,1,0,4,1,1,1,0,3,-130,Home,5.5
2021-10-14,VGK,LA,1,0,1,0,2,2,3,1,0,6,-160,Away,5.5
2021-10-15,CHI,NJ,0,1,2,0,3,1,1,1,1,4,-135,Home,6
2021-10-15,VAN,PHI,0,4,0,1,5,1,1,2,0,4,-140,Home,6
2021-10-15,MIN,ANA,0,1,1,0,2,0,1,0,0,1,-175,Away,5.5
2021-10-16,ARI,BUF,1,0,0,0,1,0,1,0,1,2,-125,Home,5.5
2021-10-16,NYI,FLA,0,0,1,0,1,1,2,2,0,5,-140,Home,5.5
2021-10-16,CHI,PIT,0,1,1,0,2,4,1,0,0,5,-135,Home,6
2021-10-16,DAL,BOS,0,1,0,0,1,1,0,2,0,3,-180,Home,5.5
2021-10-16,NYR,MTL,0,1,2,0,3,0,0,1,0,1,0,Even,6
2021-10-16,OTT,TOR,0,1,0,0,1,2,0,1,0,3,-280,Home,6
2021-10-16,SEA,CBJ,0,1,0,0,1,0,0,1,1,2,-115,Away,5.5
2021-10-16,TB,WAS,0,0,1,1,2,0,1,0,0,1,-125,Away,6.5
2021-10-16,VAN,DET,0,1,0,0,1,1,1,1,0,3,-125,Away,5.5
2021-10-16,CAR,NSH,1,0,2,0,3,0,1,1,0,2,-115,Away,5.5
2021-10-16,STL,COL,1,2,2,0,5,0,1,2,0,3,-150,Home,5.5
2021-10-16,CGY,EDM,0,1,1,0,2,2,1,2,0,5,-160,Home,6
2021-10-16,WPG,SJ,1,1,1,0,3,0,2,2,0,4,-140,Away,6.5
2021-10-16,MIN,LA,0,3,0,0,3,0,1,1,0,2,-120,Away,6
2021-10-17,DAL,OTT,1,0,1,0,2,1,2,0,0,3,-140,Away,5.5
2021-10-18,NYR,TOR,1,0,0,1,2,0,1,0,0,1,-180,Home,6
2021-10-18,SEA,PHI,0,1,0,0,1,3,2,1,0,6,-140,Home,5.5
2021-10-18,ANA,CGY,1,0,1,1,3,1,1,0,0,2,-200,Home,5.5
2021-10-18,STL,ARI,1,5,1,0,7,1,1,2,0,4,-180,Away,5.5
2021-10-19,COL,WAS,1,1,1,0,3,2,2,2,0,6,-130,Away,6
2021-10-19,DAL,PIT,1,0,0,1,2,0,1,0,0,1,-130,Home,5.5
2021-10-19,FLA,TB,0,1,3,0,4,0,0,1,0,1,-115,Home,6
2021-10-19,SEA,NJ,0,1,1,0,2,2,1,1,0,4,-160,Home,6
2021-10-19,SJ,MTL,3,1,1,0,5,0,0,0,0,0,-160,Home,6
2021-10-19,VAN,BUF,2,0,0,0,2,1,1,3,0,5,-160,Away,6
2021-10-19,CBJ,DET,0,0,1,0,1,0,0,4,0,4,-120,Home,5.5
2021-10-19,LA,NSH,0,1,0,0,1,0,0,2,0,2,-135,Home,5.5
2021-10-19,NYI,CHI,0,1,3,0,4,0,0,1,0,1,-115,Away,5.5
2021-10-19,WPG,MIN,2,1,2,0,5,2,1,2,1,6,-150,Home,5.5
2021-10-19,ANA,EDM,2,2,1,0,5,3,0,3,0,6,-300,Home,6
2021-10-20,BOS,PHI,1,2,0,0,3,2,1,3,0,6,-135,Away,5.5
2021-10-20,STL,VGK,0,1,2,0,3,1,0,0,0,1,-125,Home,5.5
2021-10-21,CAR,MTL,0,2,2,0,4,0,1,0,0,1,-130,Away,5.5
2021-10-21,COL,FLA,1,0,0,0,1,1,2,1,0,4,-125,Home,6.5
2021-10-21,NYI,CBJ,0,1,1,0,2,0,2,0,1,3,-145,Away,5.5
2021-10-21,SJ,OTT,0,2,0,0,2,1,0,0,0,1,-115,Away,6
2021-10-21,WAS,NJ,2,1,1,0,4,0,0,1,0,1,-135,Away,6
2021-10-21,CGY,DET,2,0,1,0,3,0,0,0,0,0,-135,Away,5.5
2021-10-21,ANA,WPG,1,0,0,0,1,1,1,3,0,5,-175,Home,5.5
2021-10-21,NYR,NSH,1,0,2,0,3,0,1,0,0,1,-115,Home,5.5
2021-10-21,VAN,CHI,1,2,1,0,4,1,0,0,0,1,-135,Home,6.5
2021-10-21,EDM,ARI,1,2,2,0,5,0,0,1,0,1,-210,Away,6
2021-10-22,SJ,TOR,0,3,2,0,5,0,2,1,0,3,-250,Home,6
2021-10-22,BOS,BUF,2,1,1,0,4,0,0,1,0,1,-230,Away,5.5
2021-10-22,LA,DAL,1,1,0,0,2,1,0,1,1,3,-160,Home,5.5
2021-10-22,EDM,VGK,1,2,2,0,5,1,1,1,0,3,-125,Home,6.5
2021-10-23,CGY,WAS,3,0,0,1,4,0,3,0,0,3,-150,Home,6
2021-10-23,NYR,OTT,0,0,3,0,3,1,0,1,0,2,-135,Away,5.5
2021-10-23,ANA,MIN,2,1,0,0,3,2,1,0,1,4,-250,Home,5.5
2021-10-23,BUF,NJ,1,0,0,0,1,0,0,1,1,2,-190,Home,6
2021-10-23,CAR,CBJ,2,1,2,0,5,0,1,0,0,1,-150,Away,5.5
2021-10-23,COL,TB,1,1,1,1,4,0,1,2,0,3,-115,Home,6
2021-10-23,DET,MTL,1,0,0,0,1,2,3,1,0,6,-175,Home,5.5
2021-10-23,FLA,PHI,1,1,2,0,4,0,2,0,0,2,-145,Away,6.5
2021-10-23,NSH,WPG,1,1,2,0,4,1,3,2,0,6,-135,Home,5.5
2021-10-23,TOR,PIT,1,0,0,0,1,1,4,2,0,7,-170,Away,6
2021-10-23,LA,STL,1,0,2,0,3,2,3,2,0,7,-175,Home,5.5
2021-10-23,NYI,ARI,1,1,1,0,3,0,0,0,0,0,-200,Away,5.5
2021-10-23,VAN,SEA,0,1,3,0,4,1,0,1,0,2,-140,Home,6
2021-10-24,SJ,BOS,1,0,2,0,3,3,1,0,0,4,-230,Home,5.5
2021-10-24,NSH,MIN,3,2,0,0,5,0,2,0,0,2,-180,Home,5.5
2021-10-24,DET,CHI,1,4,1,0,6,1,1,1,0,3,-160,Home,5.5
2021-10-24,NYI,VGK,1,0,1,0,2,0,0,0,0,0,-130,Home,5.5
2021-10-25,ARI,FLA,1,0,2,0,3,1,2,2,0,5,-430,Home,6
2021-10-25,CGY,NYR,1,1,3,0,5,0,0,1,0,1,-145,Home,5.5
2021-10-25,DAL,CBJ,0,0,1,0,1,1,1,2,0,4,-130,Away,5.5
2021-10-25,TB,BUF,1,0,0,0,1,1,1,3,0,5,-170,Away,6
2021-10-25,TOR,CAR,1,0,0,0,1,0,3,1,0,4,-115,Home,6
2021-10-25,WAS,OTT,4,2,1,0,7,1,3,1,0,5,-160,Away,6
2021-10-25,LA,STL,0,0,0,0,0,0,0,3,0,3,-180,Home,5.5
2021-10-26,CGY,NJ,4,0,1,0,5,0,1,2,0,3,-120,Home,6
2021-10-26,TB,PIT,0,3,2,0,5,0,0,1,0,1,-125,Away,5.5
2021-10-26,VGK,COL,2,0,1,0,3,0,1,0,0,1,-190,Home,6
2021-10-26,SJ,NSH,0,0,1,0,1,1,1,1,0,3,-140,Home,6
2021-10-26,MIN,VAN,1,1,1,0,3,0,1,1,0,2,-120,Away,6
2021-10-26,MTL,SEA,1,0,0,0,1,2,2,1,0,5,-130,Home,5.5
2021-10-26,WPG,ANA,0,1,3,0,4,0,1,2,0,3,-140,Away,5.5
2021-10-27,BOS,FLA,1,0,0,0,1,1,1,2,0,4,-130,Home,5.5
2021-10-27,DET,WAS,0,1,1,1,3,1,1,0,0,2,-210,Home,6
2021-10-27,TOR,CHI,0,1,1,1,3,2,0,0,0,2,-220,Away,6
2021-10-27,VGK,DAL,1,0,1,1,3,1,1,0,0,2,-170,Home,5.5
2021-10-27,PHI,EDM,3,0,2,0,5,2,1,0,0,3,-200,Home,6.5
2021-10-28,ARI,TB,0,0,1,0,1,3,1,1,0,5,-350,Home,5.5
2021-10-28,BOS,CAR,0,0,0,0,0,1,1,1,0,3,-140,Home,5.5
2021-10-28,CGY,PIT,1,0,3,0,4,0,0,0,0,0,0,Even,5.5
2021-10-28,COL,STL,1,2,1,0,4,1,0,2,0,3,-115,Away,6
2021-10-28,BUF,ANA,1,2,0,1,4,0,2,1,0,3,-135,Home,5.5
2021-10-28,MIN,SEA,1,0,0,0,1,1,1,2,0,4,0,Even,5.5
2021-10-28,PHI,VAN,2,0,0,0,2,1,0,0,0,1,-145,Home,6
2021-10-28,MTL,SJ,1,2,1,0,4,0,0,0,0,0,-130,Home,5.5
2021-10-28,WPG,LA,1,0,2,0,3,1,1,0,0,2,-115,Home,5.5
2021-10-29,ARI,WAS,0,0,0,0,0,0,0,2,0,2,-340,Home,6
2021-10-29,CHI,CAR,2,0,1,0,3,4,2,0,0,6,-230,Home,6
2021-10-29,CBJ,NYR,0,0,0,0,0,2,0,2,0,4,-190,Home,5.5
2021-10-29,FLA,DET,2,0,0,1,3,0,1,1,0,2,-180,Away,6
2021-10-29,ANA,VGK,0,1,3,0,4,1,1,2,1,5,-230,Home,5.5
2021-10-29,OTT,DAL,2,1,1,0,4,0,1,0,0,1,-200,Home,5.5
2021-10-30,NYI,NSH,1,1,0,0,2,0,1,1,1,3,-120,Away,5.5
2021-10-30,MTL,LA,1,0,1,0,2,0,2,3,0,5,-115,Home,5.5
2021-10-30,DET,TOR,0,1,3,0,4,1,1,3,0,5,-300,Home,6
2021-10-30,FLA,BOS,0,1,1,0,2,1,0,1,1,3,-145,Home,6
2021-10-30,NJ,PIT,1,1,2,0,4,1,0,1,0,2,-160,Home,6
2021-10-30,WPG,SJ,0,0,1,0,1,0,1,0,1,2,-115,Away,6
2021-10-30,CHI,STL,0,0,0,0,0,0,0,1,0,1,-210,Home,6
2021-10-30,MIN,COL,0,1,0,0,1,1,1,2,0,4,-160,Home,6
2021-10-30,EDM,VAN,1,1,0,0,2,0,0,1,0,1,-130,Away,6.5
2021-10-30,PHI,CGY,0,0,0,0,0,0,1,3,0,4,-160,Home,6
2021-10-31,ARI,CAR,1,0,0,0,1,0,1,1,0,2,-360,Home,5.5
2021-10-31,BUF,LA,0,2,0,0,2,0,1,2,0,3,-130,Home,5.5
2021-10-31,MTL,ANA,1,1,0,0,2,2,0,2,0,4,-115,Home,5.5
2021-10-31,CBJ,NJ,2,0,1,1,4,1,2,0,0,3,-135,Home,5.5
2021-10-31,NYR,SEA,1,0,2,0,3,0,1,0,0,1,-120,Away,5.5
2021-11-01,WAS,TB,1,0,1,0,2,0,2,1,0,3,-140,Home,5.5
2021-11-01,OTT,CHI,0,0,1,0,1,1,1,3,0,5,-145,Home,6
2021-11-01,SEA,EDM,1,1,0,0,2,2,1,2,0,5,-240,Home,6.5
2021-11-02,ARI,PHI,0,0,0,0,0,0,0,3,0,3,-240,Home,5.5
2021-11-02,DET,MTL,0,0,0,0,0,2,0,1,0,3,-145,Home,5.5
2021-11-02,VGK,TOR,0,0,0,0,0,1,2,1,0,4,-210,Home,5.5
2021-11-02,DAL,WPG,1,0,2,0,3,1,2,0,1,4,-115,Away,5.5
2021-11-02,OTT,MIN,1,3,0,0,4,3,1,0,1,5,-210,Home,5.5
2021-11-02,NSH,CGY,2,0,0,1,3,1,0,1,0,2,-160,Home,5.5
2021-11-02,NJ,ANA,0,0,0,0,0,1,1,2,0,4,-125,Away,5.5
2021-11-02,NYR,VAN,0,2,0,0,2,0,0,2,1,3,-130,Away,5.5
2021-11-02,BUF,SJ,1,1,1,0,3,2,1,2,0,5,-150,Home,5.5
2021-11-03,CAR,CHI,1,1,2,0,4,1,2,0,0,3,-160,Away,6
2021-11-03,NSH,EDM,1,0,1,0,2,1,1,3,0,5,-240,Home,6
2021-11-03,CBJ,COL,0,1,3,1,5,0,2,2,0,4,-190,Home,5.5
2021-11-03,STL,LA,0,1,1,0,2,0,0,2,1,3,-150,Away,5.5
2021-11-04,DET,BOS,0,0,1,0,1,1,2,2,0,5,-280,Home,5.5
2021-11-04,VGK,OTT,0,3,2,0,5,0,1,0,0,1,-115,Away,5.5
2021-11-04,NYI,MTL,1,4,1,0,6,0,0,2,0,2,-135,Away,5.5
2021-11-04,PHI,PIT,0,1,1,0,2,1,1,0,1,3,-135,Home,6
2021-11-04,TB,TOR,1,0,0,0,1,0,0,1,1,2,-140,Home,5.5
2021-11-04,WAS,FLA,0,3,1,0,4,2,2,0,1,5,-150,Home,6
2021-11-04,DAL,CGY,1,1,1,1,4,0,2,1,0,3,-145,Home,5.5
2021-11-04,BUF,SEA,0,2,0,0,2,1,1,3,0,5,-200,Home,5.5
2021-11-04,STL,SJ,1,3,1,0,5,2,1,0,0,3,-120,Away,5.5
2021-11-05,CHI,WPG,0,0,1,0,1,2,2,1,0,5,-150,Home,6
2021-11-05,NYR,EDM,1,3,1,0,5,1,1,3,1,6,-160,Home,6
2021-11-05,ARI,ANA,0,0,1,0,1,2,1,0,0,3,-175,Home,5.5
2021-11-05,NSH,VAN,1,2,0,0,3,1,1,0,0,2,-135,Home,5.5
2021-11-05,NJ,LA,0,0,2,0,2,0,1,1,1,3,-125,Home,5.5
2021-11-06,TB,OTT,1,1,3,0,5,0,2,1,0,3,-160,Away,6
2021-11-06,CAR,FLA,0,2,0,0,2,4,0,1,0,5,-125,Home,6
2021-11-06,BOS,TOR,1,0,1,0,2,1,2,2,0,5,-130,Home,5.5
2021-11-06,COL,CBJ,1,1,0,0,2,1,0,3,0,4,-175,Away,5.5
2021-11-06,DET,BUF,1,0,2,1,4,0,2,1,0,3,0,Even,5.5
2021-11-06,VGK,MTL,0,3,2,0,5,2,0,0,0,2,-115,Home,5.5
2021-11-06,MIN,PIT,1,1,2,1,5,2,1,1,0,4,-120,Home,5.5
2021-11-06,NYI,WPG,1,0,1,0,2,0,0,0,0,0,-135,Away,5.5
2021-11-06,PHI,WAS,0,2,0,0,2,0,0,1,0,1,-160,Home,6
2021-11-06,NYR,CGY,0,0,0,0,0,1,2,3,0,6,-160,Home,5.5
2021-11-06,SEA,ARI,3,0,1,0,4,1,1,3,0,5,-200,Away,5.5
2021-11-06,NJ,SJ,0,1,1,1,3,0,1,1,0,2,-130,Home,5.5
2021-11-07,VGK,DET,1,0,1,0,2,3,1,1,0,5,0,Even,5.5
2021-11-07,NSH,CHI,0,1,0,0,1,0,1,0,1,2,0,Even,5.5
2021-11-07,NYI,MIN,1,1,0,0,2,0,1,4,0,5,0,Even,5.5
2021-11-07,STL,ANA,1,0,0,0,1,0,1,3,0,4,-150,Away,5.5
2021-11-07,DAL,VAN,1,1,1,0,3,0,4,2,0,6,-115,Away,5.5
2021-11-08,BUF,WAS,0,1,2,0,3,1,2,2,0,5,-260,Home,5.5
2021-11-08,FLA,NYR,0,0,3,0,3,2,2,0,0,4,-120,Away,5.5
2021-11-08,LA,TOR,2,1,2,0,5,0,1,0,0,1,-270,Home,5.5
2021-11-09,CAR,TB,0,0,1,1,2,0,1,0,0,1,-125,Home,5.5
2021-11-09,FLA,NJ,1,2,0,0,3,2,2,3,0,7,-145,Away,6
2021-11-09,LA,MTL,0,1,1,1,3,1,0,1,0,2,-145,Home,5.5
2021-11-09,OTT,BOS,1,1,0,0,2,0,3,0,0,3,-320,Home,5.5
2021-11-09,EDM,DET,0,1,1,0,2,1,2,1,0,4,-170,Away,6.5
2021-11-09,STL,WPG,1,0,1,1,3,0,1,1,0,2,-130,Home,5.5
2021-11-09,PIT,CHI,0,0,2,0,2,0,2,0,1,3,-140,Away,6
2021-11-09,SJ,CGY,0,1,3,0,4,0,1,0,0,1,-240,Home,5.5
2021-11-09,ANA,VAN,1,0,1,1,3,0,0,2,0,2,-150,Home,5.5
2021-11-09,SEA,VGK,1,1,0,0,2,1,1,2,0,4,-120,Home,5.5
2021-11-10,TOR,PHI,0,1,2,0,3,0,0,0,0,0,-125,Away,6
2021-11-10,NSH,DAL,1,2,1,0,4,0,1,1,0,2,-150,Home,5.5
2021-11-10,MIN,ARI,2,3,0,0,5,1,0,1,0,2,-230,Away,5.5
2021-11-11,CGY,MTL,2,0,0,0,2,1,1,2,0,4,-140,Away,5.5
2021-11-11,EDM,BOS,1,1,3,0,5,1,2,0,0,3,-140,Home,6
2021-11-11,FLA,PIT,1,0,1,0,2,1,1,0,1,3,-130,Away,6
2021-11-11,LA,OTT,0,1,1,0,2,0,0,0,0,0,-120,Away,5.5
2021-11-11,NYI,NJ,0,0,0,0,0,1,1,2,0,4,-135,Away,5.5
2021-11-11,WAS,DET,2,0,0,0,2,0,0,0,0,0,-130,Away,6
2021-11-11,NSH,STL,0,2,1,1,4,2,0,1,0,3,-190,Home,5.5
2021-11-11,SJ,WPG,1,0,0,0,1,1,2,1,0,4,-190,Home,5.5
2021-11-11,VAN,COL,0,0,1,0,1,3,3,1,0,7,-190,Home,5.5
2021-11-11,ANA,SEA,1,3,3,0,7,0,2,2,0,4,-170,Home,5.5
2021-11-11,MIN,VGK,0,0,2,0,2,2,1,0,0,3,-115,Away,5.5
2021-11-12,CGY,TOR,0,0,1,0,1,0,0,1,1,2,-190,Home,5.5
2021-11-12,EDM,BUF,0,2,0,0,2,0,3,0,0,3,-175,Away,6
2021-11-12,PHI,CAR,0,0,2,0,2,0,1,0,0,1,-180,Home,5.5
2021-11-12,WAS,CBJ,1,2,1,0,4,1,2,0,0,3,-130,Away,5.5
2021-11-12,ARI,CHI,0,0,1,0,1,0,1,1,0,2,-230,Home,5.5
2021-11-13,BOS,NJ,1,2,2,0,5,0,2,0,0,2,-150,Away,5.5
2021-11-13,FLA,TB,0,2,0,0,2,1,1,0,1,3,-115,Home,5.5
2021-11-13,LA,WPG,1,1,0,0,2,1,0,1,1,3,-175,Home,5.5
2021-11-13,MTL,DET,1,0,1,0,2,0,2,0,1,3,-120,Home,5.5
2021-11-13,NYR,CBJ,1,3,1,0,5,1,1,1,0,3,-135,Away,5.5
2021-11-13,PIT,OTT,0,0,3,0,3,0,4,2,0,6,-150,Away,5.5
2021-11-13,TOR,BUF,1,2,2,0,5,1,1,2,0,4,-200,Away,6
2021-11-13,STL,CAR,0,1,1,0,2,1,1,1,0,3,-140,Home,5.5
2021-11-13,ARI,NSH,0,0,1,0,1,2,1,1,0,4,-300,Home,5.5
2021-11-13,PHI,DAL,0,1,1,0,2,1,2,2,0,5,-160,Home,5.5
2021-11-13,SJ,COL,1,0,1,0,2,2,2,2,0,6,-230,Home,6
2021-11-13,MIN,SEA,1,2,1,0,4,0,0,2,0,2,-115,Away,5.5
2021-11-13,VAN,VGK,2,1,1,0,4,1,2,4,0,7,-150,Home,5.5
2021-11-14,CGY,OTT,1,2,1,0,4,0,0,0,0,0,-200,Away,5.5
2021-11-14,EDM,STL,1,3,1,0,5,1,1,2,0,4,-115,Away,6
2021-11-14,MTL,BOS,1,1,0,0,2,0,1,4,0,5,-250,Home,5.5
2021-11-14,NJ,NYR,1,1,1,0,3,0,2,1,1,4,-140,Home,6
2021-11-14,PIT,WAS,1,0,0,0,1,2,2,2,0,6,-130,Home,6
2021-11-14,VAN,ANA,1,0,0,0,1,1,2,2,0,5,-140,Home,5.5
2021-11-15,DET,CBJ,1,1,1,0,3,0,2,3,0,5,-135,Home,5.5
2021-11-15,NYI,TB,1,0,0,0,1,2,0,2,0,4,-135,Home,5.5
2021-11-16,BUF,PIT,0,2,0,0,2,0,0,1,0,1,-250,Home,6
2021-11-16,MTL,NYR,0,1,1,0,2,1,1,1,0,3,-200,Home,5.5
2021-11-16,NSH,TOR,0,0,0,0,0,1,0,2,0,3,-200,Home,5.5
2021-11-16,NYI,FLA,0,1,0,0,1,4,1,1,0,6,-180,Home,5.5
2021-11-16,CGY,PHI,1,0,0,0,1,0,1,0,1,2,-115,Away,5.5
2021-11-16,ARI,STL,1,1,1,0,3,1,1,0,0,2,-330,Home,5.5
2021-11-16,EDM,WPG,0,0,2,0,2,1,3,1,0,5,0,Even,6.5
2021-11-16,SJ,MIN,2,1,1,0,4,0,1,0,0,1,-180,Home,5.5
2021-11-16,DET,DAL,0,2,0,0,2,1,2,2,0,5,-190,Home,5.5
2021-11-16,CAR,VGK,2,0,2,0,4,0,2,0,0,2,-140,Away,6
2021-11-16,WAS,ANA,0,0,2,0,2,1,0,1,1,3,-125,Away,6
2021-11-17,COL,VAN,1,0,3,0,4,0,1,1,0,2,-160,Away,6
2021-11-17,CHI,SEA,1,1,2,0,4,0,0,2,0,2,-150,Home,5.5
2021-11-17,WAS,LA,0,0,2,0,2,0,0,0,0,0,0,Even,5.5
2021-11-18,CGY,BUF,1,4,0,0,5,0,0,0,0,0,-190,Away,5.5
2021-11-18,NJ,FLA,1,0,0,0,1,1,3,0,0,4,-200,Home,6
2021-11-18,NYR,TOR,0,0,1,0,1,1,1,0,0,2,-170,Home,5.5
2021-11-18,PIT,MTL,3,2,1,0,6,0,0,0,0,0,-150,Away,5.5
2021-11-18,TB,PHI,0,2,1,1,4,2,0,1,0,3,-135,Away,5.5
2021-11-18,DAL,MIN,0,0,2,0,2,2,1,4,0,7,-140,Home,5.5
2021-11-18,SJ,STL,0,1,0,0,1,1,2,1,0,4,-150,Home,6
2021-11-18,CBJ,ARI,1,2,1,1,5,1,2,1,0,4,-160,Away,5.5
2021-11-18,WPG,EDM,0,0,1,0,1,0,0,1,1,2,-150,Home,6
2021-11-18,CAR,ANA,1,0,1,0,2,1,0,0,0,1,-150,Away,5.5
2021-11-18,DET,VGK,0,1,1,0,2,0,4,1,0,5,-150,Home,5.5
2021-11-19,COL,SEA,2,4,1,0,7,0,0,3,0,3,-150,Away,5.5
2021-11-19,WPG,VAN,0,1,1,0,2,1,2,0,0,3,-115,Home,5.5
