date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2021-11-20,CAR,LA,2,3,0,0,5,2,2,0,0,4,-160,Away,5.5
2021-11-20,NJ,TB,1,0,4,0,5,2,1,0,0,3,-220,Home,5.5
2021-11-20,MIN,FLA,0,1,3,0,4,1,2,2,0,5,-150,Home,6
2021-11-20,BOS,PHI,1,2,2,0,5,0,2,0,0,2,-145,Away,5.5
2021-11-20,CGY,NYI,2,1,2,0,5,1,0,1,0,2,-120,Away,5.5
2021-11-20,NSH,MTL,0,0,3,0,3,1,4,1,0,6,-125,Away,5.5
2021-11-20,PIT,TOR,2,0,0,0,2,0,0,0,0,0,-160,Home,5.5
2021-11-20,DET,ARI,1,0,0,0,1,0,0,1,1,2,-145,Away,5.5
2021-11-20,STL,DAL,0,1,0,0,1,0,2,2,0,4,-120,Home,5.5
2021-11-20,CHI,EDM,1,0,1,0,2,4,0,1,0,5,-220,Home,6.5
2021-11-20,CBJ,VGK,2,0,0,0,2,0,1,2,0,3,-150,Home,6
2021-11-20,WAS,SJ,2,0,2,0,4,0,0,0,0,0,-130,Away,6
2021-11-21,MIN,TB,1,1,2,0,4,2,1,1,1,5,-125,Home,6
2021-11-21,BUF,NYR,1,3,0,0,4,1,3,1,0,5,-250,Home,5.5
2021-11-21,CGY,BOS,1,1,2,0,4,0,0,0,0,0,-170,Home,5.5
2021-11-21,TOR,NYI,1,0,2,0,3,0,0,0,0,0,-125,Away,5.5
2021-11-21,CHI,VAN,0,0,1,0,1,0,0,0,0,0,-140,Home,5.5
2021-11-21,WAS,SEA,1,0,1,0,2,1,3,1,0,5,-120,Away,5.5
2021-11-21,ARI,LA,0,0,1,1,2,0,1,0,0,1,-250,Home,5.5
2021-11-22,CBJ,BUF,2,3,2,0,7,2,2,0,0,4,-130,Away,5.5
2021-11-22,ANA,NSH,0,1,1,0,2,1,1,1,0,3,-140,Home,5.5
2021-11-22,VGK,STL,2,0,0,0,2,3,1,1,0,5,-160,Home,5.5
2021-11-22,OTT,COL,2,1,2,0,5,2,1,4,0,7,-330,Home,6
2021-11-22,PIT,WPG,0,1,2,0,3,1,0,0,0,1,-120,Home,5.5
2021-11-22,CAR,SJ,0,1,0,0,1,0,0,1,1,2,-160,Away,5.5
2021-11-23,PHI,TB,0,0,0,0,0,1,2,1,0,4,-175,Home,5.5
2021-11-23,EDM,DAL,0,1,0,0,1,2,1,1,0,4,-115,Home,6
2021-11-23,CHI,CGY,1,1,0,0,2,2,0,3,0,5,-230,Home,5.5
2021-11-24,BOS,BUF,4,0,1,0,5,1,0,0,0,1,-270,Away,5.5
2021-11-24,MTL,WAS,1,1,1,0,3,3,1,2,0,6,-200,Home,6
2021-11-24,PHI,FLA,1,0,0,0,1,0,0,1,1,2,-230,Home,6
2021-11-24,VAN,PIT,0,0,1,0,1,0,3,1,0,4,-220,Home,5.5
2021-11-24,WPG,CBJ,0,0,0,0,0,1,0,2,0,3,-135,Away,5.5
2021-11-24,MIN,NJ,2,0,0,1,3,0,0,2,0,2,-120,Away,6
2021-11-24,NYR,NYI,0,2,2,0,4,0,0,1,0,1,-135,Away,5.5
2021-11-24,STL,DET,1,0,1,0,2,1,1,2,0,4,-130,Away,6
2021-11-24,VGK,NSH,1,2,2,0,5,0,0,2,0,2,-120,Home,5.5
2021-11-24,ANA,COL,1,0,1,0,2,1,2,2,0,5,-230,Home,5.5
2021-11-24,CAR,SEA,1,0,0,0,1,0,1,1,0,2,-145,Away,5.5
2021-11-24,EDM,ARI,1,1,3,0,5,1,0,2,0,3,-220,Away,6
2021-11-24,TOR,LA,1,4,1,0,6,0,1,1,0,2,-170,Away,5.5
2021-11-24,OTT,SJ,1,2,0,0,3,1,2,3,0,6,-180,Home,5.5
2021-11-26,NYR,BOS,1,1,3,0,5,1,1,0,0,2,-160,Home,5.5
2021-11-26,CAR,PHI,1,4,1,0,6,2,1,0,0,3,-140,Away,5.5
2021-11-26,STL,CHI,2,0,0,0,2,0,1,1,1,3,-150,Away,5.5
2021-11-26,WPG,MIN,0,0,1,0,1,2,3,2,0,7,-130,Home,6
2021-11-26,OTT,ANA,0,0,0,0,0,1,2,1,0,4,-170,Home,5.5
2021-11-26,FLA,WAS,1,1,1,0,3,0,3,1,0,4,0,Even,6
2021-11-26,NJ,NSH,0,0,2,0,2,1,1,2,0,4,-135,Home,5.5
2021-11-26,MTL,BUF,1,0,0,0,1,1,2,1,0,4,-120,Away,6
2021-11-26,SEA,TB,0,0,0,0,0,1,1,1,0,3,-190,Home,5.5
2021-11-26,VAN,CBJ,1,1,0,0,2,1,1,2,0,4,-140,Home,5.5
2021-11-26,COL,DAL,0,0,1,0,1,2,1,0,0,3,-125,Away,5.5
2021-11-26,PIT,NYI,0,1,0,0,1,0,0,0,0,0,-160,Away,5.5
2021-11-26,TOR,SJ,2,2,0,0,4,1,0,0,0,1,-150,Away,6
2021-11-27,SEA,FLA,2,0,2,0,4,1,0,0,0,1,-210,Home,6
2021-11-27,BUF,DET,0,1,1,0,2,0,2,0,1,3,-200,Home,5.5
2021-11-27,EDM,VGK,2,1,0,0,3,0,1,1,0,2,-140,Home,6.5
2021-11-27,MTL,PIT,0,1,5,0,6,0,0,3,0,3,-230,Home,5.5
2021-11-27,OTT,LA,1,1,0,0,2,1,2,1,0,4,-200,Home,5.5
2021-11-27,CBJ,STL,1,0,2,0,3,0,3,3,0,6,-180,Home,6
2021-11-27,DAL,ARI,2,1,0,0,3,1,1,0,0,2,-180,Away,5.5
2021-11-27,NSH,COL,0,1,1,0,2,2,1,3,0,6,-200,Home,6
2021-11-27,WPG,CGY,1,1,2,0,4,2,0,0,0,2,-175,Home,5.5
2021-11-28,WAS,CAR,0,2,2,0,4,0,0,2,0,2,-160,Home,5.5
2021-11-28,TB,MIN,1,1,0,0,2,2,0,2,0,4,0,Even,5.5
2021-11-28,PHI,NJ,1,0,1,0,2,1,1,3,0,5,-135,Home,6
2021-11-28,SJ,CHI,0,1,1,0,2,0,0,0,0,0,-125,Home,5.5
2021-11-28,VAN,BOS,1,1,0,0,2,1,0,2,0,3,-280,Home,5.5
2021-11-28,TOR,ANA,0,2,3,0,5,0,0,1,0,1,-180,Away,5.5
2021-11-29,SEA,BUF,3,2,2,0,7,0,2,2,0,4,-140,Away,5.5
2021-11-29,ARI,WPG,0,1,0,0,1,0,0,0,0,0,-330,Home,5.5
2021-11-29,VAN,MTL,1,1,0,0,2,1,0,0,0,1,-130,Home,5.5
2021-11-29,PIT,CGY,0,0,1,0,1,0,1,0,1,2,-145,Home,5.5
2021-11-30,DET,BOS,0,1,1,0,2,0,0,1,0,1,-220,Home,5.5
2021-11-30,SJ,NJ,1,3,1,0,5,0,0,2,0,2,-145,Home,5.5
2021-11-30,WAS,FLA,2,2,0,0,4,1,0,4,0,5,-135,Home,6
2021-11-30,ARI,MIN,1,0,1,0,2,1,3,1,0,5,-380,Home,6
2021-11-30,CBJ,NSH,0,0,0,0,0,3,2,1,0,6,-160,Home,5.5
2021-11-30,TB,STL,3,0,0,0,3,0,2,1,1,4,-160,Home,5.5
2021-11-30,CAR,DAL,0,0,1,0,1,1,1,2,0,4,0,Even,5.5
2021-11-30,ANA,LA,0,2,2,1,5,0,1,3,0,4,-130,Home,5.5
2021-12-01,PHI,NYR,0,1,0,0,1,2,1,1,0,4,-190,Home,6
2021-12-01,COL,TOR,1,1,1,0,3,3,2,3,0,8,-130,Home,6
2021-12-01,SEA,DET,0,2,1,0,3,0,2,1,1,4,0,Even,5.5
2021-12-01,VAN,OTT,1,2,3,0,6,1,0,1,0,2,-125,Away,5.5
2021-12-01,VGK,ANA,0,2,3,0,5,0,4,2,0,6,-160,Away,5.5
2021-12-01,PIT,EDM,1,1,0,0,2,2,0,3,0,5,-125,Home,6
2021-12-02,BUF,FLA,3,1,0,0,4,0,3,4,0,7,-300,Home,6
2021-12-02,CHI,WAS,1,1,1,1,4,0,2,1,0,3,-200,Home,6
2021-12-02,COL,MTL,0,2,2,0,4,0,1,0,0,1,-200,Away,6.5
2021-12-02,OTT,CAR,1,0,2,0,3,0,0,2,0,2,-350,Home,6
2021-12-02,STL,TB,0,1,1,0,2,1,0,3,0,4,-160,Home,5.5
2021-12-02,SJ,NYI,1,0,0,1,2,1,0,0,0,1,-140,Home,5.5
2021-12-02,BOS,NSH,1,1,0,0,2,0,0,0,0,0,-115,Away,5.5
2021-12-02,NJ,MIN,0,2,0,0,2,2,2,1,0,5,-175,Home,6
2021-12-02,CBJ,DAL,1,1,0,0,2,1,2,0,0,3,-230,Home,5.5
2021-12-02,CGY,LA,2,1,0,0,3,1,1,0,0,2,-150,Away,5.5
2021-12-03,SJ,NYR,0,0,0,0,0,1,0,0,0,1,-210,Home,5.5
2021-12-03,NJ,WPG,2,2,0,0,4,3,3,2,0,8,-200,Home,5.5
2021-12-03,VGK,ARI,2,4,1,0,7,1,0,0,0,1,-230,Away,6
2021-12-03,CGY,ANA,0,3,0,1,4,0,2,1,0,3,-125,Away,5.5
2021-12-03,EDM,SEA,1,1,1,0,3,2,2,0,0,4,-140,Away,6
2021-12-04,STL,FLA,1,1,1,0,3,1,1,1,1,4,-200,Home,6.5
2021-12-04,CBJ,WAS,0,0,1,0,1,1,1,1,0,3,-250,Home,6
2021-12-04,COL,OTT,2,1,2,0,5,2,3,0,1,6,-220,Away,6.5
2021-12-04,MTL,NSH,0,2,1,0,3,1,1,1,1,4,-240,Home,5.5
2021-12-04,NYI,DET,1,1,1,0,3,2,1,0,1,4,-115,Away,5.5
2021-12-04,TB,BOS,1,1,0,1,3,0,1,1,0,2,-115,Away,5.5
2021-12-04,TOR,MIN,0,3,0,0,3,1,2,0,1,4,-115,Home,6
2021-12-04,BUF,CAR,1,1,0,0,2,2,3,1,0,6,-320,Home,6
2021-12-04,CHI,NYR,1,0,1,0,2,0,2,1,0,3,-170,Home,6
2021-12-04,PIT,VAN,0,3,1,0,4,0,1,0,0,1,-140,Away,5.5
2021-12-05,SJ,CBJ,1,2,1,0,4,1,2,3,0,6,-115,Away,5.5
2021-12-05,TB,PHI,2,3,2,0,7,0,0,1,0,1,-115,Home,5.5
2021-12-05,CHI,NYI,1,0,1,1,3,0,1,1,0,2,-150,Home,5.5
2021-12-05,LA,EDM,1,1,3,0,5,0,1,0,0,1,-210,Home,6
2021-12-05,TOR,WPG,1,2,0,0,3,1,4,1,0,6,-120,Home,6
2021-12-05,CGY,VGK,0,0,2,0,2,1,0,2,0,3,-130,Home,5.5
2021-12-06,ANA,WAS,0,3,0,0,3,1,2,0,1,4,-210,Home,5.5
2021-12-06,COL,PHI,4,1,2,0,7,3,0,2,0,5,-200,Away,6.5
2021-12-06,OTT,NJ,0,2,0,1,3,1,1,0,0,2,-180,Home,6
2021-12-06,ARI,DAL,0,1,0,0,1,1,0,3,0,4,-350,Home,5.5
2021-12-06,LA,VAN,0,0,0,0,0,0,2,2,0,4,-140,Home,5.5
2021-12-06,PIT,SEA,3,2,1,0,6,0,1,0,0,1,-115,Away,6
2021-12-07,CBJ,TOR,0,1,3,0,4,3,2,0,0,5,-270,Home,6
2021-12-07,NSH,DET,2,0,3,0,5,0,1,1,0,2,-130,Away,5.5
2021-12-07,NYI,OTT,0,3,2,0,5,0,1,2,0,3,-145,Away,5.5
2021-12-07,TB,MTL,1,0,2,0,3,0,2,0,0,2,-240,Away,5.5
2021-12-07,ANA,BUF,0,1,1,0,2,0,0,0,0,0,-135,Away,6
2021-12-07,CAR,WPG,1,2,1,0,4,0,2,0,0,2,0,Even,5.5
2021-12-07,FLA,STL,1,1,1,0,3,0,2,1,1,4,-160,Away,6.5
2021-12-07,NYR,CHI,1,1,4,0,6,2,0,0,0,2,-120,Away,5.5
2021-12-07,MIN,EDM,2,0,2,0,4,0,1,0,0,1,-120,Home,6.5
2021-12-07,CGY,SJ,2,1,0,0,3,1,3,1,0,5,-140,Away,5.5
2021-12-08,COL,NYR,1,5,1,0,7,2,0,1,0,3,-170,Away,6.5
2021-12-08,PHI,NJ,0,0,0,0,0,0,2,1,0,3,-150,Home,6
2021-12-08,BOS,VAN,0,0,1,0,1,0,1,0,1,2,-140,Away,5.5
2021-12-08,DAL,VGK,1,2,1,0,4,0,2,3,0,5,-145,Home,5.5
2021-12-09,ANA,CBJ,1,0,0,1,2,1,0,0,0,1,0,Even,5.5
2021-12-09,CHI,MTL,0,1,1,0,2,0,0,0,0,0,-140,Away,5.5
2021-12-09,TB,TOR,2,2,1,0,5,2,0,1,0,3,-145,Home,5.5
2021-12-09,NSH,NYI,2,0,2,0,4,1,1,1,0,3,-120,Home,5.5
2021-12-09,DET,STL,0,1,1,0,2,2,1,3,0,6,-160,Home,6
2021-12-09,BOS,EDM,1,1,1,0,3,0,1,1,0,2,-130,Home,6
2021-12-09,CAR,CGY,1,0,0,1,2,0,1,0,0,1,-135,Home,5.5
2021-12-09,WPG,SEA,1,0,2,0,3,0,0,0,0,0,-115,Away,5.5
2021-12-09,DAL,LA,0,0,0,0,0,0,1,3,0,4,-120,Away,5.5
2021-12-09,MIN,SJ,1,2,2,0,5,0,0,2,0,2,-160,Away,6
2021-12-10,NYR,BUF,1,1,0,0,2,0,0,1,0,1,-200,Away,6
2021-12-10,PIT,WAS,1,2,1,0,4,0,0,2,0,2,-145,Home,5.5
2021-12-10,NSH,NJ,0,2,1,0,3,0,1,1,0,2,-125,Home,5.5
2021-12-10,DET,COL,1,2,0,0,3,3,3,1,0,7,-400,Home,6.5
2021-12-10,FLA,ARI,3,0,0,0,3,1,0,0,0,1,-330,Away,6
2021-12-10,PHI,VGK,1,1,2,0,4,1,1,1,0,3,-280,Home,6
2021-12-10,WPG,VAN,1,2,0,0,3,2,1,0,1,4,-140,Home,6
2021-12-11,TB,OTT,0,0,0,0,0,1,2,1,0,4,-180,Away,6
2021-12-11,ANA,PIT,0,0,0,0,0,1,0,0,0,1,-145,Home,5.5
2021-12-11,CHI,TOR,1,1,2,0,4,3,1,1,0,5,-250,Home,6.5
2021-12-11,MTL,STL,0,0,1,0,1,1,2,1,0,4,-250,Home,6
2021-12-11,WAS,BUF,1,0,1,1,3,1,1,0,0,2,-220,Away,6
2021-12-11,NJ,NYI,2,0,0,0,2,1,2,1,0,4,-175,Home,5.5
2021-12-11,PHI,ARI,1,3,1,0,5,1,1,1,0,3,-150,Away,5.5
2021-12-11,BOS,CGY,1,2,1,0,4,0,1,1,0,2,-135,Home,5.5
2021-12-11,CAR,EDM,1,1,1,0,3,0,1,0,0,1,-120,Home,6.5
2021-12-11,CBJ,SEA,0,4,0,1,5,0,1,3,0,4,-150,Home,6
2021-12-11,DAL,SJ,0,0,1,0,1,1,1,0,0,2,0,Even,5.5
2021-12-11,MIN,LA,0,1,0,0,1,0,1,1,0,2,-125,Away,6
2021-12-12,ANA,STL,1,0,1,1,3,0,1,1,0,2,-130,Home,5.5
2021-12-12,NSH,NYR,0,1,0,0,1,0,0,0,0,0,-145,Home,5.5
2021-12-12,FLA,COL,0,0,2,0,2,0,1,2,0,3,-150,Home,6.5
2021-12-12,MIN,VGK,2,1,1,0,4,2,2,2,0,6,-160,Home,6
2021-12-12,CAR,VAN,0,0,1,0,1,1,1,0,0,2,0,Even,5.5
2021-12-14,LA,TB,1,1,0,0,2,1,1,0,1,3,-180,Home,5.5
2021-12-14,VGK,BOS,3,1,0,0,4,0,0,1,0,1,-115,Away,5.5
2021-12-14,MTL,PIT,0,2,0,0,2,1,2,2,0,5,-320,Home,5.5
2021-12-14,NJ,PHI,0,1,0,0,1,2,3,1,0,6,-125,Home,6
2021-12-14,OTT,FLA,1,3,4,0,8,1,1,0,0,2,-270,Home,6.5
2021-12-14,NYI,DET,0,0,1,0,1,0,1,1,0,2,0,Even,5.5
2021-12-14,BUF,WPG,1,2,1,0,4,1,1,0,0,2,-270,Home,5.5
2021-12-14,STL,DAL,0,1,3,0,4,0,1,0,0,1,-160,Home,5.5
2021-12-14,NYR,COL,0,1,1,0,2,2,1,1,0,4,-200,Home,6
2021-12-14,TOR,EDM,1,2,2,0,5,0,0,1,0,1,-120,Away,6.5
2021-12-14,CBJ,VAN,3,0,0,0,3,0,1,3,0,4,-140,Home,5.5
2021-12-14,SEA,SJ,0,0,3,0,3,0,0,1,0,1,-135,Home,5.5
2021-12-15,WAS,CHI,0,2,2,0,4,0,3,1,1,5,-145,Away,5.5
2021-12-15,NYR,ARI,0,1,2,0,3,1,0,1,0,2,-180,Away,5.5
2021-12-15,SEA,ANA,0,1,0,0,1,2,1,1,0,4,-160,Home,5.5
2021-12-16,DET,CAR,2,1,0,0,3,3,0,2,0,5,-175,Home,5.5
2021-12-16,LA,FLA,1,2,1,0,4,1,0,0,0,1,-160,Home,5.5
2021-12-16,VGK,NJ,1,1,3,0,5,1,0,2,0,3,-200,Away,6
2021-12-16,OTT,TB,1,0,0,0,1,0,2,0,0,2,-250,Home,6
2021-12-16,PHI,MTL,0,2,0,0,2,1,0,1,1,3,-170,Away,5.5
2021-12-16,BOS,NYI,0,0,1,0,1,1,1,1,0,3,-130,Home,5.5
2021-12-16,BUF,MIN,0,1,1,1,3,1,1,0,0,2,-330,Home,6
2021-12-16,COL,NSH,0,1,1,0,2,1,2,2,0,5,-160,Away,6
2021-12-16,CBJ,EDM,0,0,2,0,2,3,1,1,0,5,-200,Home,6.5
2021-12-16,VAN,SJ,2,1,2,0,5,1,0,1,0,2,-115,Home,5.5
2021-12-17,BUF,PIT,0,1,1,0,2,1,1,0,1,3,-350,Home,5.5
2021-12-17,VGK,NYR,1,0,1,1,3,0,2,0,0,2,-135,Away,6
2021-12-17,DAL,STL,0,0,1,0,1,0,2,2,0,4,-115,Away,5.5
2021-12-17,WAS,WPG,0,2,3,0,5,0,1,1,0,2,-130,Home,6
2021-12-17,NSH,CHI,1,0,1,1,3,1,0,1,0,2,-140,Home,5.5
2021-12-17,ARI,ANA,2,1,2,1,6,3,0,2,0,5,-300,Home,5.5
2021-12-18,LA,CAR,0,1,0,0,1,2,2,1,0,5,-170,Home,5.5
2021-12-18,OTT,PHI,0,2,1,0,3,2,0,1,1,4,-125,Home,6.5
2021-12-18,CHI,DAL,0,2,1,0,3,2,1,0,1,4,-200,Home,5.5
2021-12-18,NJ,DET,1,1,0,0,2,1,3,1,0,5,-130,Home,6
2021-12-18,EDM,SEA,2,1,2,0,5,2,1,0,0,3,-115,Away,6
2021-12-19,VGK,NYI,1,0,2,1,4,1,0,2,0,3,-135,Away,5.5
2021-12-19,STL,WPG,0,1,1,0,2,0,2,2,0,4,-140,Home,5.5
2021-12-19,LA,WAS,0,1,2,0,3,1,1,0,0,2,-250,Home,5.5
2021-12-19,PIT,NJ,1,1,1,0,3,0,1,1,0,2,-210,Away,6
2021-12-20,MIN,DAL,2,1,1,0,4,3,1,3,0,7,0,Even,5.5
2021-12-21,TB,VGK,1,2,1,0,4,1,2,0,0,3,-115,Home,6
2021-12-28,MTL,TB,1,1,2,0,4,2,1,1,1,5,-300,Home,6
2021-12-28,ARI,SJ,2,2,3,0,7,2,3,2,1,8,-230,Home,5.5
2021-12-28,VGK,LA,3,2,1,0,6,1,1,1,0,3,-135,Away,5.5
2021-12-29,NJ,BUF,2,0,2,0,4,0,2,1,0,3,-130,Away,6
2021-12-29,NSH,WAS,0,3,0,0,3,3,0,2,0,5,-170,Home,6
2021-12-29,NYR,FLA,1,1,1,0,3,0,1,3,0,4,-200,Home,6
2021-12-29,EDM,STL,1,1,0,0,2,2,1,1,0,4,-120,Home,6.5
2021-12-29,PHI,SEA,1,0,1,1,3,1,0,1,0,2,-135,Home,6
2021-12-29,VAN,ANA,0,0,1,1,2,1,0,0,0,1,0,Even,5.5
2021-12-30,MTL,CAR,0,0,0,0,0,2,1,1,0,4,-440,Home,6
2021-12-30,NSH,CBJ,1,2,0,0,3,1,1,1,1,4,0,Even,5.5
2021-12-30,TB,FLA,1,1,1,0,3,3,3,3,0,9,-160,Home,6.5
2021-12-30,BUF,NYI,1,0,0,0,1,1,2,1,0,4,-200,Home,5.5
2021-12-30,CGY,SEA,1,2,3,0,6,1,1,2,0,4,-190,Away,5.5
2021-12-30,PHI,SJ,1,0,1,0,2,0,2,0,1,3,-180,Home,6
2021-12-30,VAN,LA,0,0,1,0,1,0,1,0,1,2,-140,Home,5.5
2021-12-31,EDM,NJ,2,1,2,0,5,3,0,2,1,6,-150,Away,6.5
2021-12-31,ANA,VGK,0,0,1,0,1,2,1,0,0,3,-180,Home,6
2021-12-31,NYR,TB,0,2,1,1,4,1,1,1,0,3,-115,Home,6
2021-12-31,WAS,DET,0,1,2,0,3,0,1,0,0,1,-175,Away,6
2022-01-01,BUF,BOS,1,2,0,0,3,0,1,2,1,4,-330,Home,5.5
2022-01-01,CAR,CBJ,0,2,5,0,7,3,1,0,0,4,-210,Away,6
2022-01-01,MTL,FLA,1,1,0,0,2,1,2,2,0,5,-650,Home,6
2022-01-01,CHI,NSH,0,1,0,0,1,3,2,1,0,6,-210,Home,5.5
2022-01-01,EDM,NYI,0,2,0,0,2,1,0,1,1,3,0,Even,6
2022-01-01,OTT,TOR,0,0,0,0,0,2,1,3,0,6,-350,Home,6.5
2022-01-01,STL,MIN,1,5,0,0,6,1,1,2,0,4,0,Even,6
2022-01-01,VAN,SEA,2,0,3,0,5,0,1,1,0,2,-115,Away,5.5
2022-01-01,PHI,LA,1,0,2,0,3,2,2,2,0,6,-170,Home,5.5
2022-01-02,TB,NYR,0,0,0,0,0,3,1,0,0,4,-150,Away,5.5
2022-01-02,BOS,DET,1,1,3,0,5,1,0,0,0,1,-150,Away,5
2022-01-02,SJ,PIT,1,1,3,0,5,6,0,2,0,8,-175,Home,5.5
2022-01-02,ANA,COL,1,1,0,0,2,0,1,3,0,4,-300,Home,6
2022-01-02,NJ,WAS,2,1,0,1,4,1,0,2,0,3,-230,Home,6
2022-01-02,WPG,VGK,0,2,2,1,5,2,0,2,0,4,-135,Home,6
2022-01-02,CGY,CHI,1,2,2,0,5,1,0,0,0,1,-230,Away,5.5
2022-01-03,EDM,NYR,0,1,0,0,1,1,1,2,0,4,-130,Away,6.5
2022-01-04,CGY,FLA,2,0,0,0,2,3,1,2,0,6,-150,Home,6
2022-01-04,NJ,BOS,0,2,1,0,3,1,2,2,0,5,-320,Home,5.5
2022-01-04,TB,CBJ,3,2,2,0,7,0,2,0,0,2,-240,Away,6
2022-01-04,SJ,DET,0,1,1,0,2,1,3,2,0,6,-130,Home,5.5
2022-01-04,COL,CHI,2,0,1,1,4,0,1,2,0,3,-250,Away,6
2022-01-04,WPG,ARI,1,1,1,0,3,0,0,1,0,1,-220,Away,5.5
2022-01-04,NSH,VGK,0,2,1,0,3,0,0,2,0,2,-115,Home,6
2022-01-04,PHI,ANA,1,0,0,0,1,2,1,1,0,4,-160,Home,5.5
2022-01-05,EDM,TOR,2,0,0,0,2,2,0,2,0,4,-320,Home,6
2022-01-05,STL,PIT,0,3,0,0,3,0,2,3,0,5,-135,Home,6.5
2022-01-06,CGY,TB,0,0,1,0,1,0,1,3,0,4,-220,Home,6
