date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2022-03-27,PHI,NSH,2,2,0,0,4,0,4,1,0,5,-280,Home,6
2022-03-27,ARI,WPG,0,0,1,0,1,1,0,0,1,2,-280,Home,6
2022-03-27,FLA,TOR,1,1,0,0,2,1,2,2,0,5,-125,Home,7
2022-03-27,MTL,NJ,0,1,1,0,2,1,1,0,1,3,-190,Home,6.5
2022-03-28,CAR,WAS,2,3,1,0,6,0,1,0,0,1,-135,Away,6
2022-03-28,VAN,STL,0,0,1,0,1,2,0,2,0,4,-160,Home,6
2022-03-28,BUF,CHI,0,3,3,0,6,3,1,1,0,5,-170,Home,6
2022-03-28,ARI,EDM,1,0,0,0,1,2,3,1,0,6,-430,Home,6.5
2022-03-28,SEA,LA,2,1,3,0,6,1,0,0,0,1,-210,Home,6
2022-03-29,CAR,TB,1,2,0,0,3,0,2,1,1,4,-145,Home,6
2022-03-29,MTL,FLA,1,3,0,0,4,2,2,3,0,7,-430,Home,6.5
2022-03-29,NYI,CBJ,2,2,0,0,4,1,1,1,0,3,-140,Away,6
2022-03-29,NYR,PIT,0,2,1,0,3,1,0,1,0,2,-170,Home,5.5
2022-03-29,TOR,BOS,3,3,0,0,6,1,1,2,0,4,-150,Home,6.5
2022-03-29,OTT,NSH,1,0,0,0,1,1,1,2,0,4,-230,Home,6
2022-03-29,PHI,MIN,0,0,1,0,1,2,2,0,0,4,-330,Home,6.5
2022-03-29,COL,CGY,0,1,1,0,2,0,1,0,0,1,-150,Home,6
2022-03-29,DAL,ANA,1,0,2,0,3,0,2,0,0,2,-180,Away,5.5
2022-03-30,WPG,BUF,0,2,0,1,3,1,1,0,0,2,-150,Away,6
2022-03-30,NYR,DET,2,1,1,1,5,2,1,1,0,4,-135,Away,6.5
2022-03-30,LA,EDM,1,2,0,0,3,2,1,0,1,4,-200,Home,6.5
2022-03-30,VGK,SEA,0,1,2,0,3,0,0,0,0,0,-160,Away,6
2022-03-30,SJ,ARI,1,1,0,0,2,1,1,3,0,5,-160,Away,6
2022-03-30,STL,VAN,0,3,1,0,4,0,2,1,0,3,-120,Home,6
2022-03-31,CHI,FLA,0,0,0,0,0,1,2,1,0,4,-350,Home,7
2022-03-31,CBJ,NYI,0,2,0,0,2,2,0,3,0,5,-200,Home,6
2022-03-31,MTL,CAR,0,0,0,0,0,2,1,1,0,4,-430,Home,6
2022-03-31,NJ,BOS,1,0,0,0,1,2,6,0,0,8,-250,Home,6.5
2022-03-31,WPG,TOR,2,1,0,0,3,1,4,2,0,7,-250,Home,6.5
2022-03-31,PIT,MIN,1,2,0,1,4,1,1,1,0,3,-130,Home,6.5
2022-03-31,LA,CGY,0,1,1,1,3,0,0,2,0,2,-330,Home,6
2022-03-31,SJ,COL,0,1,1,0,2,0,1,3,0,4,-350,Home,6.5
2022-03-31,DAL,ANA,1,0,1,1,3,0,1,1,0,2,-175,Away,5.5
2022-04-01,CHI,TB,2,0,0,0,2,2,2,1,0,5,-380,Home,6.5
2022-04-01,NSH,BUF,3,0,0,0,3,3,1,0,0,4,-200,Away,6
2022-04-01,NYI,NYR,1,1,1,0,3,0,0,0,0,0,-160,Home,5.5
2022-04-01,OTT,DET,1,0,4,0,5,0,1,1,0,2,-120,Home,6.5
2022-04-01,STL,EDM,1,2,2,0,5,4,1,0,1,6,-175,Home,7
2022-04-01,VGK,SEA,1,2,2,0,5,0,0,2,0,2,-170,Away,6
2022-04-01,ANA,ARI,3,1,1,0,5,0,0,0,0,0,-120,Away,6
2022-04-02,FLA,NJ,1,1,4,1,7,2,4,0,0,6,-210,Away,7
2022-04-02,PIT,COL,0,1,1,0,2,0,2,1,0,3,-145,Home,6
2022-04-02,CBJ,BOS,1,1,0,0,2,1,1,3,0,5,-380,Home,6.5
2022-04-02,LA,WPG,2,1,0,0,3,1,1,0,0,2,-130,Home,6
2022-04-02,MIN,CAR,1,1,1,0,3,0,0,1,0,1,-160,Home,6
2022-04-02,MTL,TB,0,3,1,1,5,2,2,0,0,4,-320,Home,6.5
2022-04-02,TOR,PHI,0,2,4,0,6,0,2,1,0,3,-290,Away,6.5
2022-04-02,STL,CGY,2,1,3,0,6,2,0,2,0,4,-270,Home,6.5
2022-04-02,DAL,SJ,4,0,1,0,5,1,1,2,0,4,-160,Away,6
2022-04-03,DET,OTT,1,0,1,0,2,1,2,2,0,5,-170,Home,6.5
2022-04-03,FLA,BUF,0,3,2,0,5,1,0,2,0,3,-230,Away,7
2022-04-03,NYI,NJ,2,1,1,0,4,0,1,2,0,3,-125,Away,6
2022-04-03,ARI,CHI,0,2,0,1,3,1,0,1,0,2,-210,Home,6.5
2022-04-03,VGK,VAN,2,0,0,1,3,0,0,2,0,2,-115,Away,6
2022-04-03,MIN,WAS,2,1,2,0,5,0,0,1,0,1,-135,Home,6
2022-04-03,PHI,NYR,2,0,1,1,4,0,0,3,0,3,-340,Home,6
2022-04-03,EDM,ANA,3,1,2,0,6,0,0,1,0,1,-210,Away,6.5
2022-04-03,DAL,SEA,0,0,1,0,1,1,0,3,0,4,-160,Away,5.5
2022-04-04,BOS,CBJ,1,1,0,1,3,1,1,0,0,2,-250,Away,6.5
2022-04-04,TOR,TB,1,3,2,0,6,1,1,0,0,2,-135,Home,6.5
2022-04-04,ARI,STL,0,0,1,0,1,0,4,1,0,5,-430,Home,6.5
2022-04-04,CGY,LA,1,2,0,0,3,2,0,0,0,2,-175,Away,6
2022-04-05,CAR,BUF,1,0,1,0,2,0,2,2,0,4,-290,Away,6
2022-04-05,CBJ,PHI,2,0,2,0,4,1,1,0,0,2,-140,Home,6.5
2022-04-05,COL,PIT,1,2,3,0,6,1,1,2,0,4,-115,Home,6
2022-04-05,NYR,NJ,2,0,1,0,3,1,0,0,0,1,-145,Away,6.5
2022-04-05,OTT,MTL,1,2,3,0,6,1,2,0,0,3,-115,Away,6
2022-04-05,TOR,FLA,1,4,1,0,6,1,3,2,1,7,-170,Home,7
2022-04-05,BOS,DET,2,0,1,0,3,1,2,2,0,5,-210,Away,6.5
2022-04-05,MIN,NSH,1,1,0,0,2,3,1,2,0,6,0,Even,6
2022-04-05,NYI,DAL,1,1,0,0,2,2,1,0,0,3,-135,Home,5.5
2022-04-05,EDM,SJ,0,0,1,1,2,1,0,0,0,1,-170,Away,6.5
2022-04-06,DET,WPG,1,0,2,0,3,0,1,0,0,1,-290,Home,6.5
2022-04-06,TB,WAS,2,0,1,0,3,3,1,0,0,4,-150,Away,6.5
2022-04-06,SEA,STL,0,1,0,0,1,1,1,2,0,4,-230,Home,6
2022-04-06,CGY,ANA,1,1,2,0,4,0,1,1,0,2,-270,Away,6
2022-04-06,VAN,VGK,2,2,1,0,5,1,0,0,0,1,-180,Home,5.5
2022-04-07,MTL,NJ,3,1,3,0,7,1,1,2,0,4,-160,Home,6.5
2022-04-07,NSH,OTT,1,0,2,0,3,0,1,1,0,2,-175,Away,6
2022-04-07,PHI,CBJ,0,3,1,0,4,1,0,0,0,1,-130,Home,6.5
2022-04-07,PIT,NYR,0,0,0,0,0,0,2,1,0,3,-125,Home,5.5
2022-04-07,BUF,CAR,2,1,0,0,3,0,2,3,0,5,-380,Home,6
2022-04-07,SEA,CHI,0,1,1,0,2,0,0,0,0,0,-150,Home,6.5
2022-04-07,TOR,DAL,1,1,1,1,4,1,0,2,0,3,-160,Away,6.5
2022-04-07,VAN,ARI,1,3,1,0,5,0,1,0,0,1,-170,Away,6
2022-04-07,CGY,SJ,2,1,1,0,4,1,0,1,0,2,-170,Away,6
2022-04-07,EDM,LA,1,1,1,0,3,0,1,1,0,2,-130,Away,6.5
2022-04-08,BOS,TB,0,1,0,1,2,0,1,0,0,1,-150,Home,6
2022-04-08,BUF,FLA,3,0,0,0,3,1,2,1,0,4,-475,Home,7
2022-04-08,NYI,CAR,0,1,1,0,2,0,0,1,0,1,-175,Home,5.5
2022-04-08,COL,WPG,1,2,1,1,5,2,0,2,0,4,-180,Away,6
2022-04-08,MIN,STL,1,1,1,0,3,1,0,2,1,4,0,Even,6.5
2022-04-09,NJ,DAL,0,0,3,0,3,0,1,0,0,1,-230,Home,6.5
2022-04-09,WAS,PIT,2,1,3,0,6,3,0,0,0,3,-160,Home,6.5
2022-04-09,FLA,NSH,1,1,2,0,4,1,0,0,0,1,-125,Away,7
2022-04-09,CGY,SEA,2,1,1,0,4,1,0,0,0,1,-240,Away,6
2022-04-09,CBJ,DET,1,1,2,1,5,0,2,2,0,4,-125,Home,6.5
2022-04-09,MTL,TOR,0,2,0,0,2,2,1,0,0,3,-380,Home,7
2022-04-09,OTT,NYR,1,0,0,0,1,1,3,1,0,5,-270,Home,6
2022-04-09,ANA,PHI,0,3,2,0,5,2,0,1,0,3,-115,Home,6.5
2022-04-09,NYI,STL,0,1,0,0,1,2,4,0,0,6,-115,Home,5.5
2022-04-09,ARI,VGK,1,0,0,0,1,2,1,3,0,6,-440,Home,6
2022-04-09,COL,EDM,0,0,1,1,2,0,0,1,0,1,0,Even,6.5
2022-04-09,SJ,VAN,1,1,0,0,2,1,1,2,0,4,-150,Home,5.5
2022-04-10,BOS,WAS,0,2,0,0,2,0,2,2,0,4,-130,Away,6
2022-04-10,NSH,PIT,1,0,1,0,2,1,0,1,1,3,-180,Home,6.5
2022-04-10,BUF,TB,0,0,0,0,0,2,2,1,0,5,-380,Home,6.5
2022-04-10,LA,MIN,3,0,0,0,3,2,3,1,0,6,-190,Home,6
2022-04-10,ANA,CAR,2,0,0,0,2,3,0,2,0,5,-430,Home,5.5
2022-04-10,DAL,CHI,2,3,1,0,6,2,1,1,0,4,-160,Away,6
2022-04-10,WPG,OTT,1,2,1,0,4,1,0,2,0,3,-180,Away,6
2022-04-11,WPG,MTL,0,2,2,0,4,0,1,1,0,2,-130,Away,6.5
2022-04-12,ANA,FLA,1,1,0,0,2,0,1,1,1,3,-450,Home,6.5
2022-04-12,BUF,TOR,1,1,3,0,5,0,1,1,0,2,-450,Home,7
2022-04-12,CAR,NYR,0,1,3,0,4,0,1,1,0,2,-120,Away,5.5
2022-04-12,PHI,WAS,1,0,1,0,2,3,2,4,0,9,-250,Home,6.5
2022-04-12,STL,BOS,1,2,1,0,4,2,0,0,0,2,-130,Home,6
2022-04-12,OTT,DET,1,1,2,0,4,0,1,0,0,1,-120,Home,6.5
2022-04-12,PIT,NYI,1,2,1,0,4,3,0,1,1,5,0,Even,5.5
2022-04-12,EDM,MIN,0,0,1,0,1,1,3,1,0,5,-130,Home,6.5
2022-04-12,SJ,NSH,0,0,0,0,0,0,0,0,1,1,-210,Home,5.5
2022-04-12,LA,CHI,2,1,2,0,5,0,1,1,0,2,-150,Away,6
2022-04-12,SEA,CGY,1,2,0,0,3,1,0,4,0,5,-420,Home,6
2022-04-12,TB,DAL,0,0,0,0,0,0,0,1,0,1,-160,Away,6
2022-04-12,VGK,VAN,1,1,2,0,4,1,3,0,1,5,-145,Away,6
2022-04-12,NJ,ARI,1,3,2,0,6,1,1,0,0,2,-150,Away,6.5
2022-04-13,MTL,CBJ,0,1,0,0,1,1,2,2,0,5,-160,Home,6.5
2022-04-13,NYR,PHI,1,2,1,0,4,0,0,0,0,0,-220,Away,6
2022-04-13,LA,COL,0,2,1,0,3,4,2,3,0,9,-280,Home,6
2022-04-14,ANA,TB,0,3,0,0,3,2,0,1,1,4,-380,Home,6
2022-04-14,DET,CAR,0,1,2,0,3,0,0,0,0,0,-380,Home,6.5
2022-04-14,NYI,PIT,0,1,2,0,3,2,1,3,0,6,-150,Home,5.5
2022-04-14,OTT,BOS,0,3,0,0,3,2,0,0,0,2,-280,Home,6
2022-04-14,STL,BUF,1,3,2,0,6,1,1,0,0,2,-180,Away,6.5
2022-04-14,WAS,TOR,0,2,1,0,3,2,4,1,0,7,-190,Home,6.5
2022-04-14,EDM,NSH,1,2,1,0,4,0,0,0,0,0,-125,Home,6
2022-04-14,MIN,DAL,1,1,0,1,3,0,1,1,0,2,-125,Away,6
2022-04-14,SJ,CHI,1,1,2,0,4,1,2,1,1,5,-125,Away,6
2022-04-14,VGK,CGY,1,4,1,0,6,1,0,0,0,1,-170,Home,6
2022-04-14,NJ,COL,0,0,1,0,1,0,3,0,0,3,-280,Home,6.5
2022-04-14,ARI,VAN,0,1,0,0,1,2,4,1,0,7,-320,Home,6
2022-04-15,NYI,MTL,0,0,3,0,3,0,0,0,0,0,-150,Away,5.5
2022-04-15,WPG,FLA,0,0,1,0,1,2,2,2,0,6,-280,Home,6.5
2022-04-16,CHI,NSH,1,1,1,0,3,1,2,1,0,4,-300,Home,5.5
2022-04-16,DET,NYR,0,0,0,0,0,1,1,2,0,4,-400,Home,6
2022-04-16,PIT,BOS,0,1,0,0,1,2,0,0,0,2,-130,Home,6
2022-04-16,MIN,STL,0,1,4,0,5,1,3,1,1,6,-115,Home,6.5
2022-04-16,VGK,EDM,0,0,0,0,0,1,0,3,0,4,-130,Home,6.5
2022-04-16,PHI,BUF,2,1,0,0,3,0,4,0,0,4,-160,Home,6.5
2022-04-16,TOR,OTT,0,3,1,1,5,2,1,1,0,4,-270,Away,6.5
2022-04-16,WAS,MTL,1,3,4,0,8,0,2,2,0,4,-280,Away,6.5
2022-04-16,WPG,TB,2,2,0,0,4,2,2,3,0,7,-240,Home,6
2022-04-16,SJ,DAL,0,1,0,0,1,1,1,0,0,2,-240,Home,5.5
2022-04-16,CAR,COL,0,3,1,0,4,2,3,2,0,7,-140,Home,6
2022-04-16,ARI,CGY,1,0,0,0,1,0,6,3,0,9,-600,Home,6
2022-04-16,NJ,SEA,2,0,1,0,3,1,2,0,1,4,-115,Home,6
2022-04-16,CBJ,LA,0,1,0,0,1,2,0,0,0,2,-200,Home,6.5
2022-04-17,FLA,DET,0,4,2,0,6,0,0,1,0,1,-400,Away,7
2022-04-17,BUF,PHI,2,2,1,0,5,1,1,1,0,3,-115,Away,6.5
2022-04-17,SJ,MIN,1,2,1,0,4,2,1,1,1,5,-330,Home,6
2022-04-17,STL,NSH,1,7,0,0,8,1,1,1,0,3,0,Even,6.5
2022-04-17,NYI,TOR,1,1,0,0,2,1,2,1,0,4,-180,Home,6.5
2022-04-17,CBJ,ANA,1,2,1,0,4,3,0,3,0,6,-160,Home,6
2022-04-18,CGY,CHI,3,0,2,0,5,1,1,0,0,2,-330,Away,6.5
2022-04-18,WAS,COL,1,1,1,0,3,1,0,1,0,2,-190,Home,6.5
2022-04-18,CAR,ARI,1,3,1,0,5,0,3,0,0,3,-430,Away,6
2022-04-18,NJ,VGK,1,0,2,0,3,0,1,1,0,2,-330,Home,6.5
2022-04-18,OTT,SEA,0,2,0,0,2,1,2,1,0,4,-115,Home,6
2022-04-18,DAL,VAN,1,1,0,0,2,2,2,2,0,6,0,Even,5.5
2022-04-19,DET,TB,0,3,1,0,4,0,2,1,0,3,-550,Home,6.5
2022-04-19,MIN,MTL,1,0,1,0,2,0,0,0,0,0,-260,Away,6.5
2022-04-19,PHI,TOR,0,1,1,0,2,0,3,2,0,5,-450,Home,7
2022-04-19,WPG,NYR,0,0,0,0,0,0,1,2,0,3,-230,Home,6
2022-04-19,FLA,NYI,0,1,1,1,3,0,1,1,0,2,-200,Away,6.5
2022-04-19,BOS,STL,0,2,0,1,3,1,1,0,0,2,-135,Home,6
2022-04-19,CGY,NSH,0,1,1,0,2,0,2,0,1,3,-130,Away,6.5
2022-04-19,LA,ANA,0,1,1,0,2,0,1,0,0,1,-160,Away,6
2022-04-19,OTT,VAN,0,1,2,1,4,2,0,1,0,3,-240,Home,6.5
2022-04-19,CBJ,SJ,0,0,2,0,2,3,0,0,0,3,-145,Home,6
2022-04-20,DAL,EDM,1,1,0,0,2,2,2,1,0,5,-180,Home,6.5
2022-04-20,CHI,ARI,2,1,0,1,4,0,1,2,0,3,-160,Away,6.5
2022-04-20,COL,SEA,1,0,1,0,2,3,0,0,0,3,-290,Away,6.5
2022-04-20,WAS,VGK,1,1,1,0,3,1,0,2,1,4,-150,Home,6.5
2022-04-21,BOS,PIT,0,0,0,0,0,1,2,1,0,4,-120,Home,6
2022-04-21,BUF,NJ,0,3,2,0,5,0,1,1,0,2,-145,Home,6.5
2022-04-21,DET,FLA,1,1,0,0,2,3,1,1,0,5,-650,Home,7
2022-04-21,PHI,MTL,2,2,2,0,6,1,1,1,0,3,-145,Home,6.5
2022-04-21,WPG,CAR,2,0,0,0,2,0,1,3,0,4,-280,Home,6.5
2022-04-21,NYR,NYI,3,2,1,0,6,0,1,2,0,3,-115,Away,5.5
2022-04-21,TOR,TB,0,0,1,0,1,0,4,4,0,8,-140,Home,6.5
2022-04-21,VAN,MIN,0,3,0,0,3,0,3,3,0,6,-175,Home,6
2022-04-21,DAL,CGY,0,1,1,0,2,0,1,3,0,4,-230,Home,6
2022-04-21,CHI,LA,0,1,0,0,1,1,1,2,0,4,-280,Home,6.5
2022-04-21,STL,SJ,1,1,1,0,3,1,0,0,0,1,-200,Away,6.5
2022-04-22,OTT,CBJ,0,0,1,1,2,1,0,0,0,1,0,Even,6.5
2022-04-22,SEA,MIN,2,0,1,0,3,1,5,0,0,6,-300,Home,6
2022-04-22,COL,EDM,1,1,1,0,3,0,4,2,0,6,-115,Home,6.5
2022-04-22,WAS,ARI,1,0,1,0,2,0,0,0,0,0,-430,Away,6.5
2022-04-23,CAR,NJ,0,0,2,1,3,0,1,1,0,2,-250,Away,6.5
2022-04-23,NYI,BUF,1,0,2,0,3,1,3,1,0,5,-130,Away,6
2022-04-23,PIT,DET,2,3,2,0,7,1,1,0,0,2,-290,Away,6.5
2022-04-23,NYR,BOS,0,0,1,0,1,1,1,1,0,3,-140,Home,5.5
2022-04-23,MTL,OTT,1,2,1,0,4,1,5,0,0,6,-160,Home,6
2022-04-23,NSH,TB,1,1,0,0,2,3,1,2,0,6,-145,Home,6.5
2022-04-23,TOR,FLA,2,0,0,0,2,0,2,0,1,3,-135,Home,7.5
2022-04-23,CHI,SJ,0,1,0,0,1,1,2,1,0,4,-150,Home,6.5
2022-04-23,SEA,DAL,2,0,0,0,2,0,3,0,0,3,-280,Home,6
2022-04-23,STL,ARI,3,1,0,1,5,1,0,3,0,4,-430,Away,6.5
2022-04-23,VAN,CGY,0,1,2,0,3,0,2,4,0,6,-210,Home,6.5
2022-04-23,ANA,LA,0,2,0,0,2,1,1,2,0,4,-250,Home,6
2022-04-24,CAR,NYI,2,0,3,0,5,1,1,0,0,2,-200,Away,6
2022-04-24,DET,NJ,1,0,2,0,3,0,0,0,0,0,-170,Home,6.5
2022-04-24,EDM,CBJ,1,1,0,0,2,1,0,4,0,5,-260,Away,6.5
2022-04-24,PIT,PHI,0,0,1,0,1,1,1,2,0,4,-270,Away,6.5
2022-04-24,BOS,MTL,2,2,1,0,5,0,1,2,0,3,-320,Away,6
2022-04-24,COL,WPG,0,0,1,0,1,0,0,4,0,4,-190,Away,6.5
2022-04-24,TB,FLA,3,2,3,0,8,2,1,1,0,4,-125,Home,6.5
2022-04-24,TOR,WAS,1,0,2,1,4,1,0,2,0,3,-120,Home,7
2022-04-24,MIN,NSH,1,3,0,1,5,1,2,1,0,4,-130,Away,6.5
2022-04-24,STL,ANA,0,4,2,0,6,2,0,1,0,3,-210,Away,6.5
2022-04-24,SJ,VGK,1,1,2,1,5,1,2,1,0,4,-380,Home,6
2022-04-25,PHI,CHI,1,0,0,0,1,2,0,1,0,3,-135,Home,6.5
2022-04-26,CAR,NYR,0,3,1,0,4,0,1,2,0,3,-125,Home,5.5
2022-04-26,CBJ,TB,1,0,0,0,1,2,1,1,0,4,-420,Home,6.5
2022-04-26,DET,TOR,0,0,0,0,0,0,1,2,0,3,-475,Home,6.5
2022-04-26,EDM,PIT,1,1,3,0,5,0,1,0,0,1,-140,Home,6.5
2022-04-26,FLA,BOS,2,0,0,0,2,2,1,1,0,4,-120,Away,6.5
2022-04-26,NJ,OTT,0,2,2,0,4,1,2,1,1,5,-145,Home,6.5
2022-04-26,NYI,WAS,1,0,3,0,4,1,0,0,0,1,-175,Home,6
2022-04-26,ARI,MIN,0,1,4,0,5,1,0,2,0,3,-600,Home,6.5
2022-04-26,CGY,NSH,1,1,2,1,5,0,2,2,0,4,-135,Away,6
2022-04-26,VGK,DAL,1,1,0,0,2,0,1,1,1,3,0,Even,5.5
2022-04-26,STL,COL,0,1,2,0,3,0,3,2,0,5,-175,Home,6.5
2022-04-26,SEA,VAN,0,2,0,0,2,3,0,2,0,5,-190,Home,6.5
2022-04-26,ANA,SJ,1,2,2,0,5,0,2,0,0,2,-150,Home,5.5
2022-04-27,MTL,NYR,1,1,2,0,4,0,1,2,0,3,-175,Home,6.5
2022-04-27,PHI,WPG,0,0,0,0,0,1,2,1,0,4,-200,Home,6.5
2022-04-27,ARI,DAL,0,0,3,1,4,2,1,0,0,3,-475,Home,6
2022-04-27,VGK,CHI,1,2,0,0,3,2,1,0,1,4,-210,Away,6.5
2022-04-27,LA,SEA,0,3,2,0,5,1,2,0,0,3,-145,Away,6
2022-04-28,BUF,BOS,0,0,0,0,0,0,2,3,0,5,-300,Home,6
2022-04-28,FLA,OTT,1,0,3,0,4,0,0,0,0,0,-160,Away,7
2022-04-28,NJ,CAR,1,0,2,0,3,3,1,2,0,6,-250,Home,6.5
2022-04-28,TB,CBJ,0,1,1,0,2,1,1,3,0,5,-280,Away,6.5
2022-04-28,WAS,NYI,0,0,1,0,1,2,0,3,0,5,-140,Away,5.5
2022-04-28,CGY,MIN,0,1,1,0,2,0,1,1,1,3,-115,Away,6.5
2022-04-28,NSH,COL,1,2,1,1,5,3,1,0,0,4,-320,Home,6.5
2022-04-28,SJ,EDM,2,1,1,0,4,0,2,2,1,5,-330,Home,6.5
2022-04-28,LA,VAN,0,2,0,0,2,0,0,2,1,3,-175,Home,6
2022-04-29,BOS,TOR,1,0,1,0,2,3,0,2,0,5,-120,Home,6
2022-04-29,CHI,BUF,0,1,1,0,2,0,0,2,1,3,-140,Home,6.5
2022-04-29,CBJ,PIT,0,1,2,0,3,3,2,0,0,5,-440,Home,6.5
2022-04-29,DET,NJ,1,1,3,0,5,1,1,1,0,3,-170,Home,6.5
2022-04-29,FLA,MTL,1,0,1,0,2,4,4,2,0,10,-175,Away,7
2022-04-29,OTT,PHI,0,1,3,0,4,1,0,1,0,2,0,Even,6.5
2022-04-29,WAS,NYR,0,2,0,0,2,0,2,1,0,3,-120,Home,5.5
2022-04-29,TB,NYI,1,0,5,0,6,1,2,1,0,4,-170,Away,6
2022-04-29,CGY,WPG,1,0,0,0,1,1,1,1,0,3,-135,Away,6.5
2022-04-29,COL,MIN,0,1,0,0,1,2,1,1,0,4,-160,Home,6.5
2022-04-29,VGK,STL,1,2,4,0,7,1,2,1,0,4,-170,Home,6
2022-04-29,ANA,DAL,1,1,0,0,2,0,2,2,0,4,-240,Home,5.5
2022-04-29,VAN,EDM,1,0,1,0,2,0,0,2,1,3,-120,Home,6.5
2022-04-29,SJ,SEA,0,0,0,0,0,2,0,1,0,3,-135,Home,6
2022-04-29,NSH,ARI,4,0,0,0,4,1,2,2,0,5,-230,Away,6.5